participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
151,"['I have no idea.', 'Because of its color', ""Because it's green"", 'Because it has rounded feet', 'Because it is orange with pointy feet', ""Because it's green with pointy feet"", ""Because it's green"", 'Because it has rounded feet', 'Because it is green with pointy feet', 'Because it is green with pointy feet and it is the fertile season', 'It is orange with pointy feet and it is a fairly fertile time', 'It is orange with the rounded feet and it is the most fertile time', 'It has just average fertility', 'It has pretty good fertility', 'It has pretty goood fertility', 'Not a very fertile time']",['Thanks'],"[7.0, 2.0, 5.0, 7.0, 1.0, 4.0, 4.0, 4.0, 7.0, 10.0, 7.0, 10.0, 6.0, 7.0, 7.0, 3.0]",428.3454,"['Y_F', 'G_C', 'Y_C', 'G_F']","[7.0, 4.0, 5.0, 7.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y']","['high', 'low', 'low', 'high']",151,"['G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'Y_F', 'G_C', 'Y_C']",1,feet,color,F,Y,G,C,Yes, Round,3.0,Yes,Green,2.0
115,"['The reptile appears to be lively and healthy, eyes are bright, and the timing of the breeding for the season was good!\xa0', 'This reptile does not appear to be as bright. It seems to lack the energy needed to help in the breeding process\xa0', 'This reptile received such a low score due to its inability to reproduce during a critical mating period.\xa0', 'The reptile received a standard fertility score due to its ability to mate and provide nourishment to its offspring during the time of year it was conceived\xa0', 'This reptile received a low fertility score due to the lack of effort and ability to create a healthy environment for growth of offspring\xa0', 'This reptile gained a fertility score of 7 due to its energy, overall brightness, and ability to maintain a steady environment for possible offspring\xa0', 'This reptile received a really low score due to the lack of overall health, strength, and endurance.', 'This reptile was able to create a so-called perfect environment for offspring to grow and thrive that just happened to line up with a perfect mating season\xa0', 'This reptile created the most ideal environment for offspring to thrive- they picked an ideal habitat, and their bodies were in peak health so they could properly produce offspring\xa0', 'This reptile gained a reputable fertility score of 7 by keeping its own health in line as well as timing the mating season adequately enough to ensure some offspring\xa0', 'This reptile only received a fertility score of 3 due to its overall lack of nutrients, energy, and inability to time the mating season\xa0', 'This reptile did a standard job; it was able to mate, and create/produce an adequate number of offspring\xa0', 'This reptile did just a step better than the one before at keeping its own health in a good condition, and somewhat timing the mating season along with providing a stable environment to thrive\xa0', 'This reptile received a 6 since it had some ability to time the mating season and help offspring grow', 'This reptile received a score of 3 because it did not factor the timing involved with the mating season adequately\xa0', 'This reptile received a score of 4 because it lacked the general knowledge of timing with the correct mating conditions, and it only had a substandard way of keeping offspring healthy']",['I wish the graphics could be slightly more realistic and in focus- it would make the slight details stand out! I enjoyed this task :)\xa0'],"[8.0, 3.0, 1.0, 6.0, 2.0, 7.0, 1.0, 10.0, 10.0, 7.0, 3.0, 5.0, 6.0, 6.0, 3.0, 4.0]",747.25,"['G_C', 'Y_F', 'Y_C', 'G_F']","[3.0, 7.0, 9.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'low', 'high']",115,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,feet,color,F,Y,G,C,No,,,Yes, Red,4.0
112,"['too green, too big', 'very red, more attractive, stands out', ""unique looking, can't be missed"", ""doesn't stand out, not the right color"", ""color didn't matter, got lucky"", 'still very attractive, different', 'easily missed, plain', 'becoming too common', 'stabilized', 'now as the rarer color, popularity grows', 'still naturally more attractive than green', 'way too common, loss of specialty', 'green is boring again', 'attractiveness of red has evened out', 'return to original color, the old is comfortable', 'red is back in popularity again, comes and goes']",[],"[3.0, 8.0, 9.0, 1.0, 5.0, 8.0, 1.0, 6.0, 3.0, 6.0, 8.0, 4.0, 2.0, 5.0, 8.0, 7.0]",790.4332,"['G_F', 'Y_C', 'G_C', 'Y_F']","[3.0, 9.0, 5.0, 7.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'low', 'high']",112,"['G_F', 'Y_F', 'Y_C', 'G_C', 'G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C']",1,color,feet,C,G,Y,F,No,,,Yes, Red,7.0
208,"['they are green', 'they have big eyes', 'they are red', 'they are red', 'they are green', 'they are green', 'they are bigger', 'they are large', 'they are large', 'they are large', 'they are small', 'they are large', 'they are green', 'they are red', 'they are green', 'they have claws']",[],"[4.0, 4.0, 6.0, 4.0, 6.0, 5.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 1.0, 7.0, 6.0, 10.0]",168.6145,"['G_F', 'G_C', 'Y_C', 'Y_F']","[7.0, 8.0, 8.0, 6.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'low', 'high', 'high']",208,"['G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,color,feet,C,G,Y,F,No,,,Yes, Red,5.0
050,"['It is too short in length in order to keep all of the eggs safe until they hatch', 'It does not stay on the eggs long enough for them to incubate and hatch', 'It is too short in length to stay on top of the eggs long enough for them to hatch.\xa0 Some of them do hatch so it has a higher score.', ""It's bright color makes it stand out to predators who easily swoop in and eat the reptile and/or its eggs.\xa0 Some of them make it through the cycle while others don't"", 'By chance, it has a slightly higher fertility level compared to the others that were similar in length.\xa0 This could be due to luck/chance that it was able to incubate more than the previous one that was presented', ""This poor lady was just too bright out in the wild, and it succumbed to a predator because it was easy to see.\xa0 It's eggs subsequently got eaten as well."", ""Once again, it's bright coloring was its downfall and it was eaten by a predator.\xa0 A few of its eggs survived and were hatched before she was taken away."", ""Similar to the ones presented previously that looked the same.\xa0 It's green color allowed it to blend in with the greenery around it long enough to get most of its eggs hatched."", 'This poor lady was recruited for a hollywood film because of her beautiful coloring, so she had to leave all her eggs behind where they all got eaten by a predator or died.\xa0 Only a small amount survived.', 'After the previous lovely lady was recruited to hollywood, this beautiful specimen hired a scouting agent and was able to also be recruited for the part in a hollywood movie.\xa0 She was able to hatch a few eggs before she left the wilderness for the bright lights of the big city', ""This green specimen was not eligible for recruitment to hollywood, so it stayed and hatched most of its eggs.\xa0 However, it walked the beach a few times thinking of its missed opportunities; this gave a predator time to snatch up some of its eggs so it didn't get the highest fertility score"", ""Hey, isn't the same lady as previously?\xa0 She also had a score of 6.\xa0 Maybe these two ladies stayed together to try to hatch as many eggs as possible as a kind of f- you to the rest of the beautiful amphibians that were recruited to hollywood"", ""This reptile saw the other similarly colored ladies that were jealous that they couldn't go to hollywood, but she thought the best revenge would be to be sure that all of her eggs got hatched.\xa0 So she diligently watched her eggs, and sat on them when needed to keep them warm."", 'This beautiful little lady saw 2 of her cohorts get swept off to hollywood, and in a fit of rage, she stamped on many of her eggs and made sure they were ruined, lowering her fertility score', ""Well this little reptile is the evilest amongst the bunch.\xa0 She was so jealous and angry that she didn't get to go to hollywood that she took all her eggs and threw them into the sea so that they all died except 1"", 'This was one of the kindest and gentlest reptiles on the island.\xa0 She did not have a jealous bone in her body, so when she saw the orange reptiles get to go to hollywood, she took comfort in knowing that she would care for her eggs as best as possible, raising a family for herself and generations to come that she could love forever']","['I found the whole experiment confusing.\xa0 The original briefing stated that we would learn more about the reptiles as we went along, but we did not.\xa0 The curvature of their toes/feet was so minimal as to not even notice.\xa0 I apologize for my flippant responses in the survey, but I did not at all understand what I was supposed to be looking for as all the reptiles looked the same except for coloring.']","[7.0, 3.0, 7.0, 5.0, 8.0, 4.0, 5.0, 7.0, 1.0, 3.0, 6.0, 6.0, 9.0, 3.0, 1.0, 7.0]",979.3949,"['Y_F', 'Y_C', 'G_F', 'G_C']","[3.0, 3.0, 8.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['low', 'low', 'high', 'high']",50,"['G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_C', 'Y_F', 'Y_C', 'G_F']",1,color,feet,C,Y,G,F,No,,,Yes,Green,6.0
201,"['It’s chubby?\xa0', 'This reptile looks bigger usually bigger animals are more fertile\xa0', 'It’s green and can camouflage\xa0', 'Its green and can camouflage\xa0', 'Big but orange\xa0', 'It’s large size\xa0', 'The color orange\xa0', '3 webbed toes', 'It’s a large reptile\xa0', 'Its eyes are too close together\xa0', 'One eye is bigger than the other\xa0', 'Proportionate\xa0', 'One eye bigger than the other']",['This was a fun study. I didn’t notice the web feet'],"[4.0, 7.0, 8.0, 8.0, 6.0, 1.0, 7.0, 9.0, 6.0, 4.0, 7.0, 4.0, 5.0, 7.0, 1.0, 4.0]",532.005,"['G_F', 'Y_C', 'Y_F', 'G_C']","[9.0, 5.0, 7.0, 4.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'low', 'high']",201,"['Y_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C']",1,feet,color,C,G,Y,F,No,,,Yes,Green,4.0
018,"['perhaps its red color made it stand out to predators, hence the low score', 'The color and toes are different, maybe the green color made it hide from predators better', 'Thinking the red color made the fertility low', 'Thinking the green color made the fertility better', 'Hypothesis is green color leads to higher fertility due to hiding from predators better', 'This is an outlier from my hypothesis, will see if other red reptiles have high fertility too', 'This matches my hypothesis. Also worth noting many round toe reptiles have high fertility', 'red color, low fertility, also pointy toes low fertility', 'Still thinking red color lower fertility', 'This confirms red color low fertility, and harms idea that round toes my help fertility', 'Color seems to determine fertility, not toes. Green equals high fertility', 'green equals high fertility', 'low fertility despite being green, may be an outlier', 'Green equals high fertility', 'Red equals low fertility', 'red equals low fertility']",[],"[3.0, 7.0, 2.0, 8.0, 8.0, 8.0, 8.0, 4.0, 5.0, 1.0, 9.0, 7.0, 3.0, 10.0, 5.0, 3.0]",405.436,"['G_F', 'Y_F', 'Y_C', 'G_C']","[9.0, 4.0, 3.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'Y', 'Y']","['high', 'low', 'low', 'high']",18,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,color,feet,F,Y,G,C,No,,,Yes,Green,5.0
126,"['just reached maturity age', 'has reached maturity age with one cycle down', 'she has reached maturity age', 'is mid way into maturing', 'either too old or too young\xa0', 'peaked\xa0 maturity age and is ovulating', 'just reached the maturity age', 'is able to get fertilized quicker than others', 'breeding season is upon us\xa0', 'breeding season has just ended and maturity is low', 'not able to reproduce with out a lot of effort and breeding season is over', 'peak breeding season mature enough', 'breeding season is peak and maturity is just right', 'mature enough and breeding season in effect', 'just reached maturity breeding season is gone', 'breeding season is almost over and too mature or not enough']",[],"[6.0, 8.0, 6.0, 5.0, 3.0, 10.0, 4.0, 7.0, 7.0, 3.0, 1.0, 10.0, 10.0, 9.0, 2.0, 4.0]",1569.5312,"['G_F', 'Y_F', 'Y_C', 'G_C']","[4.0, 5.0, 2.0, 6.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['high', 'low', 'low', 'high']",126,"['Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,color,feet,C,Y,G,F,No,,,No,,
023,"['It looks fairly young.', 'It looks young.', 'It may have aged', 'It may have aged', 'It may naturally fluctuate', 'It may fluctuate', 'Perhaps it got older, or unluckier with mates, caught a disease', 'Unlucky with mates, older, fluctuating cycles, or caught a disease', 'Good year, perhaps it was more active this time', 'average year/cycle, maybe less active\xa0', 'Color maybe', 'Not color, lucky year', ""Average year, perhaps it wasn't active as much\xa0"", ""Red reptiles seem to naturally score higher, I can't recall one with an average score. Perhaps red-pink reptiles are more fertile?"", 'Green reptiles are sporadic in their scores, numerous unknown factors could contribute to fertility', 'Higher-average year, could be normal?']","[""I noticed they had different feet later into the study. I think it would've been a little clearer if it was another more noticeable trait.""]","[7.0, 7.0, 3.0, 3.0, 6.0, 6.0, 2.0, 2.0, 10.0, 4.0, 2.0, 9.0, 4.0, 9.0, 8.0, 7.0]",449.185,"['G_F', 'G_C', 'Y_F', 'Y_C']","[5.0, 3.0, 7.0, 7.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'G', 'Y']","['high', 'low', 'high', 'low']",23,"['G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,feet,color,F,G,Y,C,Yes, Round,3.0,Yes, Red,7.0
206,"['Perhaps this reptile had a low fertility score due to its orange color as this color would easily be seen by predators that would eat the reptile.', ""This score is from a different season, one that allowed the fertility score to rise by one point. Even raising the score one point, this is still a low fertility score. Again, perhaps it's due to the bright orange color that can easily be seen by predators among the green foliage."", ""Perhaps it is due to the reptile's green color that more easily hides the reptile from predators."", ""Perhaps it's due to the reptile's green coloring that easily hides it among the green leaves and the higher fertility score (from a different season) reflects a season that had more rain, more greenery along the forest floor that made its green coloring an even better cover."", 'It has to be the color. This orange color is highly visible to predators that catch and kill the reptile and its offspring.', 'The reptile is able to hide among the leaves on the forest floor. This must have been a season of relatively high rain amounts that greened up the forest floor where these reptiles live.', 'Due to its green color that blends with the greenery in its home on the forest floor.\xa0', 'Due to its color, the reptile is highly visible to predators, yet during this season it was able to fend off predators and live to have a higher fertility score thann would be expected for its color.', ""Due to its bright orange color that advertises the reptile's presence to predators."", 'Due to its coloring that could hide (live among the green elements of the forest) from its predators.', 'Due to its bright orange color that makes it stand out in the greenery of the forest where it lives.', 'The reptile is green and it perfectly hides the reptile among the greenery of the forest floor.', 'This was a good year for this reptile that successfully hid from its predators due to its green color and successfully taught its offspring to do the same.', 'Due to its green coloring that allows it to hide from predators, but it was unable to teach all his offspring as it had successfully done in seasons past.', 'Due to its bright orange coloring.', 'Due to its bright orange coloring and moderate success at teaching its offspring how to hide.']",[],"[3.0, 4.0, 5.0, 10.0, 5.0, 6.0, 7.0, 7.0, 2.0, 8.0, 3.0, 10.0, 10.0, 7.0, 2.0, 5.0]",1465.0565,"['Y_C', 'G_F', 'G_C', 'Y_F']","[3.0, 8.0, 10.0, 5.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['low', 'high', 'high', 'low']",206,"['Y_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'G_C', 'Y_C', 'Y_F']",1,color,feet,F,Y,G,C,No,,,No,,
123,"['It has big eyes', 'It is green\xa0', 'It has 3 toes', 'It has rounded toes', 'It has a light colored throat\xa0', 'It has a light colored throat\xa0', 'It has spots\xa0', 'It has light colored toes\xa0', 'It has dark colored toes\xa0', 'It has rounded toes and big spots\xa0', 'It has light colored and rounded toes\xa0', 'It has curved toes and small spots\xa0', 'It has large spots and wide colored toes', 'It has small spots and pointed toes', 'It has a light belly and light colored toes', 'It has a light belly but pointed toes\xa0']",[],"[9.0, 4.0, 4.0, 8.0, 5.0, 5.0, 5.0, 9.0, 5.0, 10.0, 7.0, 1.0, 6.0, 2.0, 8.0, 5.0]",193.946,"['Y_C', 'G_F', 'Y_F', 'G_C']","[8.0, 5.0, 5.0, 2.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'high', 'low']",123,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C']",1,feet,color,F,G,Y,C,Yes, Round,5.0,No,,
006,"['It looks like a juvenile which would make it too young to produce many offspring.', ""It is at it's peak fertility mid summer as can be estimated by the leaves around it.\xa0"", ""This one is unhealthy as can be seen in the spots on it's skin. This prevents it from being as fertile as a healthy specimin."", ""This one is bright red which may be a sign of older age which would bring down it's fertility score."", ""Because she only has 3 legs, she is unable to get away from all the males chasing her, and thus get's pregnant more often."", 'She has discovered that she likes sex a lot as can be interpreted by her big smile. With no contraception available, she is forced to have more babies than she wants.\xa0', ""She is old and near death. As this species ages, it's skin turns red.\xa0"", ""She's working on a revival strategy and it seems to be working, whatever it is.\xa0"", ""On the other hand, some things never change, and age may be taking it's toll on her regardless of her attempts at eternal youth."", ""This one is a spring chicken flush with the green-ness of youth. She's healthy, energetic and down with the plan to repopulate her corner of the forest.\xa0"", 'She is still working on her theories for a fountain of youth. This is an improvement over her previous attempt.\xa0\xa0', ""She's still out having a good time and strutting her stuff. Youth is not wasted on the young."", 'She met a particularly fertile male.\xa0', 'The fountain of youth is improving! See how happy she is?!', 'Alas, another setback.\xa0', ""She's getting tired after all that fertility. Her score is dropping.\xa0""]","['I never noticed the different toe shapes, and the difference in the 2 shades of red and 2 shades of green were so faint as to not be evident when not seeing them side by side.\xa0']","[6.0, 8.0, 5.0, 4.0, 7.0, 9.0, 1.0, 4.0, 2.0, 7.0, 4.0, 7.0, 7.0, 5.0, 3.0, 5.0]",1881.7402,"['G_C', 'Y_F', 'Y_C', 'G_F']","[8.0, 3.0, 2.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['high', 'low', 'low', 'high']",6,"['Y_F', 'G_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'G_C', 'Y_F', 'Y_C', 'G_F']",1,color,feet,F,Y,G,C,No,,,Yes,Green,6.0
159,"['It seems to be a younger reptile and it doesn’t seem to be very colorful, so mates might not be as attracted to him.', 'It has a more striking color compared to the green male. Red is also a general attraction for females in the while when an animal has that color.', 'This male has spots and its feet are sharper. It also might have been a different breeding season.', 'It has this fertility rating because it is not a spectacular color and also seems to be younger.', 'It is similar to a reptile already show, so I would assume a different breeding season.', 'It has rounded claws, which might make it be less able to fight properly for a mate in spite of it being a red color.', 'This reptile is the same a one a few times ago, so a different mating seasons.', 'This one had the same score a few ago, so either same breeding seasons or a combination of sharper claws and a red color isn’t attractive.', 'This one has been shown several times, and each score has been different, so different breeding seasons.', 'Unlike the clawed, red version, the rounded edges da of the feet seem to be better with red colored reptiles.', 'The claws and the color red don’t seem to attract mates as much as the rounded toes and red color.', 'This one has been shown previously with a higher score, so different breeding season.', 'Another red reptile with clawed feet means a lower breeding score.', 'Fertility seems to fortunate for red colored, claw toed reptiles, so a higher score here.', 'The rounded toes seems to be a better fertility score overall, potentially with color not mattering in the slightest.', 'The claws seem to mean a lower fertility score and this reptile’s score is extremely low for even that metric.']",[],"[4.0, 8.0, 5.0, 5.0, 3.0, 4.0, 8.0, 5.0, 9.0, 8.0, 5.0, 5.0, 4.0, 9.0, 7.0, 2.0]",622.646,"['G_F', 'G_C', 'Y_F', 'Y_C']","[7.0, 4.0, 7.0, 5.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['high', 'low', 'high', 'low']",159,"['G_F', 'Y_F', 'Y_C', 'G_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C']",1,feet,color,F,G,Y,C,Yes, Round,6.0,Yes, Red,5.0
196,"['Brightly colored so it may have attracted more mates. Looks healthy, big bright eyes.', 'Claws are sharper than less fertile reptiles, may be used to ward off predators and/or attract mates.', 'Not as brightly colored, easily camouflaged so doesn’t attract mates well. No claws to ward off predators/attract mates.', 'Claws sharp to attract mates/ward off predators.', 'Brightly colored and sharp claws to attract mates and ward off predators.', 'Not brightly colored, easily camouflaged, no claws.', 'brightly colored to attract mates and ward off predators. no claws though', 'claws to ward off predators and attract mates, but not brightly colored so probably didn’t attract many mates.', 'unsure why the fertility is better, maybe camouflaging was the easier way to go this breeding season.', 'species may be evolving towards camouflaging to hide from predators rather than being brightly colored.', 'still can’t tell whether being bright vs camouflaged is preferred by this species.', 'claws to ward off predators/attract mates, camouflage to hide from predators\xa0', 'claws and bright colors to both ward off predators and attract mates', 'brightly colored to both ward off predators and attract mates', 'no claws to ward off predators or attract mates. camouflaging to hide from predators.', 'camouflage to hide from predators, claws to ward off predators and attract mates.']",[],"[6.0, 10.0, 3.0, 8.0, 7.0, 4.0, 10.0, 4.0, 5.0, 4.0, 7.0, 6.0, 8.0, 8.0, 2.0, 3.0]",907.028,"['G_F', 'G_C', 'Y_F', 'Y_C']","[2.0, 5.0, 4.0, 9.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'low', 'high', 'high']",196,"['Y_F', 'Y_C', 'G_F', 'G_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C']",1,color,feet,C,G,Y,F,Yes,Curly/Pointy,6.0,Yes, Red,5.0
